codigo_br,descricao_catmat,preco_unitario,qtd_itens_comprados,fornecedor,fabricante,nome_instituicao,ano_compra,mediana_produto,razao_vs_mediana
268861,"ITRACONAZOL, DOSAGEM:100 MG",3.4,1000,MED & FARMA COMERCIO ATACADISTA MEDICAMENTOS LTDA,GEOLAB INDUSTRIA FARMACEUTICA S/A,FUNDO MUNICIPAL DE SAUDE DE SERRA GRANDE,2023,0.85,4.0
292344,"SULFATO FERROSO, DOSAGEM FERRO:40MG DE FERRO II",0.16,90000,DISTRIMED COMERCIO E REPRESENTACOES LTDA,NATULAB LABORATORIO S.A,FUNDO MUNICIPAL DE SAUDE DE PALMEIRAIS - PI,2021,0.04,4.0
366913,"GLICOSE, COMPOSIÇÃO:ASSOCIADA AO CLORETO DE SÓDIO, CONCENTRAÇAO:5% + 0,9%, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:SISTEMA FECHADO",16.0,600,"SAO MARCOS DISTRIBUIDORA DE MEDICAMENTOS, EQUIPAMENTOS E MATERIAIS HOSPITALARES E ODONTOLOGICOS LTDA",HALEX ISTAR INDUSTRIA FARMACEUTICA SA,MUNICIPIO DE SEBASTIAO LEAL - SECRETARIA DE SAUDE,2025,4.0,4.0
267140,"AZITROMICINA, DOSAGEM:500 MG",3.72,3000,EXPRESS DISTRIBUIDORA DE MEDICAMENTOS LTDA,PHARLAB INDUSTRIA FARMACEUTICA S.A,FUNDO MUNICIPAL DE SAUDE,2021,0.93,4.0
448641,"NIFEDIPINO, CONCENTRAÇÃO:20 MG, CARACTERÍSTICAS ADICIONAIS 1:LIBERAÇÃO PROLONGADA",0.56,2000,EXPRESS DISTRIBUIDORA DE MEDICAMENTOS LTDA,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,FUNDO MUNICIPAL DE SAUDE,2021,0.14,4.0
272434,"ANLODIPINO BESILATO, DOSAGEM:5 MG",0.12,8000,PARAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,CIMED INDUSTRIA S.A.,FUNDO MUNICIPAL DE SAUDE,2021,0.03,4.0
272434,"ANLODIPINO BESILATO, DOSAGEM:5 MG",0.12,100,RAMOS & PESSOA LTDA,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.,MUNICIPIO DE NOVO HORIZONTE DO OESTE,2020,0.03,4.0
268861,"ITRACONAZOL, DOSAGEM:100 MG",3.4,1500,PARAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,GEOLAB INDUSTRIA FARMACEUTICA S/A,FUNDO MUNICIPAL DE SAUDE DE OURILANDIA DO NORTE,2022,0.85,4.0
268856,"LOSARTANA POTÁSSICA, DOSAGEM:50 MG",0.28,16000,"FARMAGUEDES COMERCIO DE PRODUTOS FARMACEUTICOS, MEDICOS E HOSPITALARES LTDA","PRATI, DONADUZZI & CIA LTDA",FUNDO MUNICIPAL DE SAUDE DE SERRA GRANDE,2021,0.07,4.0
292399,"FITOMENADIONA, DOSAGEM:10 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL",8.0,100,NOSSA PHARMACIA LTDA,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,FUNDO MUNICIPAL DE SAUDE,2020,2.0,4.0
272434,"ANLODIPINO BESILATO, DOSAGEM:5 MG",0.12,20000,WEBERTH B. SOUSA,GEOLAB INDUSTRIA FARMACEUTICA S/A,MUNICIPIO DE BOQUEIRAO DO PIAUI,2021,0.03,4.0
437170,"CATETER PERIFÉRICO, APLICAÇÃO:VENOSO, MODELO:TIPO ESCALPE, MATERIAL AGULHA:AGULHA AÇO INOX, DIAMETRO:21 GAU, COMPONENTE ADICIONAL:C/ ASA DE FIXAÇÃO, TUBO EXTENSOR, CONECTOR:CONECTOR PADRÃO C/ TAMPA, TIPO USO:ESTÉRIL, DESCARTÁVEL, EMBALAGEM INDIVIDUAL",1.0,1,COMODORO COMERCIAL E NUTRICAO LTDA,ABC INSTRUMENTOS CIRURGICOS LTDA,MUNICIPIO DE PATO BRANCO,2021,0.25,4.0
271691,"ÁCIDO ASCÓRBICO, DOSAGEM:500 MG",0.56,12000,EXPRESS DISTRIBUIDORA DE MEDICAMENTOS LTDA,NATULAB LABORATORIO S.A,FUNDO MUNICIPAL DE SAUDE,2021,0.14,4.0
268495,"DOXAZOSINA MESILATO, COMPOSIÇÃO:4 MG",0.8,120,PRODUTOS FARMACEUTICOS VIEIRA LTDA,GEOLAB INDUSTRIA FARMACEUTICA S/A,MUNICIPIO DE ELDORADO DO SUL,2021,0.2,4.0
270119,"CLONAZEPAM, DOSAGEM:2 MG",0.22,240,ARAMIS GORZIZA SILVA,GEOLAB INDUSTRIA FARMACEUTICA S/A,MUNICIPIO DE ELDORADO DO SUL,2022,0.055,4.0
268495,"DOXAZOSINA MESILATO, COMPOSIÇÃO:4 MG",0.8,5000,CIRURGICA OLIMPIO LTDA,CIMED INDUSTRIA S.A.,FUNDO MUNICIPAL DE SAUDE DE MONCOES,2021,0.2,4.0
272434,"ANLODIPINO BESILATO, DOSAGEM:5 MG",0.12,43200,DISTRIMED COMERCIO E REPRESENTACOES LTDA,GEOLAB INDUSTRIA FARMACEUTICA S/A,FUNDO MUNICIPAL DE SAUDE,2023,0.03,4.0
327699,"PERMANGANATO DE POTÁSSIO, CONCENTRAÇÃO:100 MG",0.96,210,"DMC DISTRIBUIDORAS, COMERCIO D MEDICAMENTOS LTDA",ADVA OPTICAL NETWORKING SERVICOS BRASIL LTDA.,FUNDO MUNICIPAL DE SAUDE DE MIRANTE DA SERRA,2020,0.24,4.0
267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",0.12,100000,AB MED DISTRIBUICAO DE MEDICAMENTOS LTDA,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,MUNICIPIO DE MILTON BRANDAO - FUNDO MUNICIPAL DE SAUDE,2022,0.03,4.0
267645,"DEXCLORFENIRAMINA MALEATO, DOSAGEM:2 MG",0.24,12000,H. LIMA LOBIANCO & CIA LTDA,GEOLAB INDUSTRIA FARMACEUTICA S/A,FUNDO MUNICIPAL DE SAUDE DE MIRANTE DA SERRA,2024,0.06,4.0
267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",0.12,1410,ELFA MEDICAMENTOS S.A,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,TOCANTINS SECRETARIA DE ESTADO DE SAUDE,2022,0.03,4.0
267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",0.12,80000,F CARDOSO E CIA LTDA,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.,FUNDO MUNICIPAL DE SAUDE,2022,0.03,4.0
267653,"ESPIRONOLACTONA, DOSAGEM:25 MG",0.68,1890,PROHOSPITAL COMERCIO HOLANDA LTDA,GEOLAB INDUSTRIA FARMACEUTICA S/A,MUNICIPIO DE CHAVAL,2024,0.17,4.0
267779,"PARACETAMOL, DOSAGEM COMPRIMIDO:750 MG",0.6,14,DROGA MAIS FARMACEUTICA LTDA,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,MUNICIPIO DE DOURADOQUARA,2022,0.15,4.0
267778,"PARACETAMOL, DOSAGEM COMPRIMIDO:500 MG",0.36,420000,QUALITY MEDICAL COMERCIO E DISTRIBUIDORA DE MEDICAMENTOS LTDA,"PRATI, DONADUZZI & CIA LTDA",MUNICIPIO DE COTIA,2023,0.09,4.0
267203,"DIPIRONA SÓDICA, DOSAGEM:500 MG",0.52,2000,EXPRESS DISTRIBUIDORA DE MEDICAMENTOS LTDA,GREENPHARMA QUIMICA E FARMACEUTICA EM RECUPERACAO JUDICIAL LTDA,FUNDO MUNICIPAL DE SAUDE,2020,0.13,4.0
267778,"PARACETAMOL, DOSAGEM COMPRIMIDO:500 MG",0.36,200,MEDPLUS LTDA,BRASTERAPICA INDUSTRIA FARMACEUTICA LTDA.,MUNICIPIO DE MANOEL EMIDIO,2021,0.09,4.0
272849,"TOPIRAMATO, DOSAGEM:25 MG",0.68,2500,"FARMAGUEDES COMERCIO DE PRODUTOS FARMACEUTICOS, MEDICOS E HOSPITALARES LTDA",LIBBS FARMACEUTICA LTDA,FUNDO MUNICIPAL DE SAUDE,2021,0.17,4.0
268493,"DOXAZOSINA MESILATO, COMPOSIÇÃO:2 MG",0.4,120,PRODUTOS FARMACEUTICOS VIEIRA LTDA,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA.,MUNICIPIO DE ELDORADO DO SUL,2021,0.1,4.0
267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",0.12,500,MED & FARMA COMERCIO ATACADISTA MEDICAMENTOS LTDA,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,FUNDO MUNICIPAL DE SAUDE - FMS,2024,0.03,4.0
267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",0.12,480000,DISTRIMED COMERCIO E REPRESENTACOES LTDA,PHARLAB INDUSTRIA FARMACEUTICA S.A,FUNDO MUNICIPAL DE SAUDE,2023,0.03,4.0
268331,"IPRATRÓPIO BROMETO, DOSAGEM:0,25 MG/ML, USO:SOLUÇÃO PARA INALAÇÃO",4.2,5600,VITAL HOSPITALAR COMERCIAL LTDA,"PRATI, DONADUZZI & CIA LTDA",MUNICIPIO DE COTIA,2020,1.05,4.0
267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",0.12,250000,DISTRIMED COMERCIO E REPRESENTACOES LTDA,PHARLAB INDUSTRIA FARMACEUTICA S.A,MUNICIPIO DE SIMPLICIO MENDES,2021,0.03,4.0
267674,"HIDROCLOROTIAZIDA, DOSAGEM:25 MG",0.12,250000,DISTRIMED COMERCIO E REPRESENTACOES LTDA,PHARLAB INDUSTRIA FARMACEUTICA S.A,MUNICIPIO DE OEIRAS - SECRETARIA DE SAUDE,2022,0.03,4.0
268493,"DOXAZOSINA MESILATO, COMPOSIÇÃO:2 MG",0.4,3000,LUVERMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,EMS S/A,FUNDO MUNICIPAL DE SAUDE DE MINISTRO ANDREAZZA,2020,0.1,4.0
306465,"TROMETAMOL, COMPOSIÇÃO:SAL CETOROLACO, CONCENTRAÇÃO:30 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL",14.4,100,ANTONIO CARLOS OLIVEIRA MARTINS,UNIAO QUIMICA FARMACEUTICA NACIONAL S A,MUNICIPIO DE CIANORTE,2021,3.6,4.0
267651,"ENALAPRIL MALEATO, DOSAGEM:10 MG",0.16,5000,PRADO PHARMA LTDA,HIPOLABOR FARMACEUTICA LTDA,MUNICIPIO DE OBIDOS,2024,0.04,4.0
267712,"OMEPRAZOL, CONCENTRAÇÃO:20 MG",0.36,5000,NOROESTE MEDICAMENTOS LTDA,HIPOLABOR FARMACEUTICA LTDA,FUNDO MUNICIPAL DE SAUDE DE FLORIDA,2023,0.09,4.0
267140,"AZITROMICINA, DOSAGEM:500 MG",3.72,1000,MEDIAL SAUDE DISTRIBUIDORA DE PRODUTOS MEDICOS HOSPITALAR LTDA,PHARLAB INDUSTRIA FARMACEUTICA S.A,CUITE DE MAMANGUAPE FUNDO MUNICIPAL DE SAUDE,2021,0.93,4.0
267203,"DIPIRONA SÓDICA, DOSAGEM:500 MG",0.52,7000,EXPRESS DISTRIBUIDORA DE MEDICAMENTOS LTDA,"PRATI, DONADUZZI & CIA LTDA",FUNDO MUNICIPAL DE SAUDE,2023,0.13,4.0
267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",0.12,550000,DISTRIMED COMERCIO E REPRESENTACOES LTDA,GEOLAB INDUSTRIA FARMACEUTICA S/A,FUNDO MUNICIPAL DE SAUDE DE PALMEIRAIS - PI,2021,0.03,4.0
267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",0.12,2000,CIRURGICA OLIMPIO LTDA,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.,FUNDO MUNICIPAL DE SAUDE DE MONCOES,2020,0.03,4.0
267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",0.12,105600,WEBERTH B. SOUSA,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,MUNICIPIO DE BOQUEIRAO DO PIAUI,2021,0.03,4.0
267203,"DIPIRONA SÓDICA, DOSAGEM:500 MG",0.52,7000,EXPRESS DISTRIBUIDORA DE MEDICAMENTOS LTDA,GERMED FARMACEUTICA LTDA,FUNDO MUNICIPAL DE SAUDE,2023,0.13,4.0
269954,"BROMOPRIDA, DOSAGEM:10 MG",0.72,600,EXPRESS DISTRIBUIDORA DE MEDICAMENTOS LTDA,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,MUNICIPIO DE EMAS,2022,0.18,4.0
269954,"BROMOPRIDA, DOSAGEM:10 MG",0.72,600,EXPRESS DISTRIBUIDORA DE MEDICAMENTOS LTDA,LABORATORIO TEUTO BRASILEIRO S/A,MUNICIPIO DE EMAS,2022,0.18,4.0
269954,"BROMOPRIDA, DOSAGEM:10 MG",0.72,800,EXPRESS DISTRIBUIDORA DE MEDICAMENTOS LTDA,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.,MUNICIPIO DE EMAS,2022,0.18,4.0
376767,"IVERMECTINA, CONCENTRAÇÃO:6 MG",2.6,9000,A G KIENEN & CIA LTDA,GERMED FARMACEUTICA LTDA,FUNDO MUNICIPAL DE SAUDE DE BARRACAO,2021,0.65,4.0
271089,"AMOXICILINA, CONCENTRAÇÃO:500MG",0.8,6000,A & J COMERCIO LTDA,"PRATI, DONADUZZI & CIA LTDA",FUNDO MUNICIPAL DE SAUDE,2024,0.2,4.0
267203,"DIPIRONA SÓDICA, DOSAGEM:500 MG",0.52,2018,EXPRESS DISTRIBUIDORA DE MEDICAMENTOS LTDA,CIFARMA CIENTIFICA FARMACEUTICA LTDA,MUNICIPIO DE EMAS,2022,0.13,4.0
267741,"PREDNISONA, DOSAGEM:5 MG",0.28,200,A COSTA COMERCIO ATACADISTA DE PRODUTOS FARMACEUTICOS LTDA,SANVAL COMERCIO E INDUSTRIA LTDA,FUNDO MUNICIPAL DE SAUDE DE TACIMA,2020,0.07,4.0
267743,"PREDNISONA, DOSAGEM:20 MG",0.68,4900,RR MEDICAL LTDA,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,MUNICIPIO DE VARGEM GRANDE PAULISTA,2022,0.17,4.0
314517,"AZITROMICINA, FORMA FARMACÊUTICA:PÓ P/ SUSPENSÃO ORAL",35.39,5,DM LOGISTICA HOSPITALAR LTDA.,PHARLAB INDUSTRIA FARMACEUTICA S.A,MUNICIPIO DE DOURADOQUARA,2022,8.85,3.9988700564971755
272166,"CICLOBENZAPRINA CLORIDRATO, DOSAGEM:5 MG",0.4,900,CELIA DA CUNHA FRANCA LTDA,GEOLAB INDUSTRIA FARMACEUTICA S/A,MUNICIPIO DE CAMPINA GRANDE DO SUL,2023,0.10005,3.99800099950025
477798,"REAGENTE ANALÍTICO 1, TIPO:CONJUNTO COMPLETO, CARACTERÍSTICAS ADICIONAIS :CORONAVÍRUS SARS-COV-2 (COVID-19), COMPONENTES 1:CONTROLES POSITIVO E NEGATIVO",39.54,3000,MK NE LTDA,ABBOTT DIAGNOSTICOS RAPIDOS S.A.,AUTARQUIA MUNICIPAL DE SAUDE DE APUCARANA A M S,2021,9.895,3.995957554320364
405998,"INSULINA, TIPO:LISPRO, CONCENTRAÇÃO:100 UI/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:COM APLICADOR",132.62,40,INTERLAB FARMACEUTICA LTDA,ELI LILLY DO BRASIL LTDA,MUNICIPIO DE AGUAI,2020,33.19,3.9957818620066288
452796,"CLORETO DE SÓDIO, CONCENTRAÇAO:0,9 %, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:SISTEMA FECHADO, CARACTERÍSTICAS ADICIONAIS 1:BOLSA/FRASCO ISENTO DE PVC",14.88,3360,DISTRIMED COMERCIO E REPRESENTACOES LTDA,FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA,FUNDO MUNICIPAL DE SAUDE,2023,3.725,3.9946308724832216
452796,"CLORETO DE SÓDIO, CONCENTRAÇAO:0,9 %, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:SISTEMA FECHADO, CARACTERÍSTICAS ADICIONAIS 1:BOLSA/FRASCO ISENTO DE PVC",14.88,100,PROSAUDE DISTRIBUIDORA DE MEDICAMENTOS LTDA,EQUIPLEX INDUSTRIA FARMACEUTICA LTDA -,MUNICIPIO DE SANTA MARIA,2023,3.725,3.9946308724832216
328530,"VALPROATO DE SÓDIO, CONCENTRAÇÃO:500 MG",2.157,2000,CIAMED - DISTRIBUIDORA DE MEDICAMENTOS LTDA.,ABBOTT LABORATORIOS DO BRASIL LTDA,CONSORCIO INTERMUNICIPAL CATARINENSE-CIMCATARINA,2021,0.54,3.994444444444444
412966,"SIMETICONA, CONCENTRAÇÃO:75 MG/ML, FORMA FARMACÊUTICA:EMULSÃO ORAL - GOTAS",5.99,500,CIRURGICA PRIME LTDA,ACHE LABORATORIOS FARMACEUTICOS SA,FUNDO MUNICIPAL DE SAUDE DE FLORIDA,2023,1.5,3.9933333333333336
303292,"RINGER, COMPOSIÇÃO:ASSOCIADO COM LACTATO DE SÓDIO, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL, CARACTERÍSTICA ADICIONAL:SISTEMA FECHADO",16.49,23040,MAEVE PRODUTOS HOSPITALARES LTDA,EQUIPLEX INDUSTRIA FARMACEUTICA LTDA -,MUNICIPIO DE TEIXEIRA DE FREITAS,2022,4.13,3.99273607748184
269846,"LIDOCAÍNA CLORIDRATO, DOSAGEM:2%, APRESENTAÇÃO:GELÉIA",10.7,60,A & J COMERCIO LTDA,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,FUNDO MUNICIPAL DE SAUDE,2024,2.68,3.9925373134328352
402947,"BROCA ALTA ROTAÇÃO, MATERIAL:AÇO INOXIDÁVEL DIAMANTADA, FORMATO:ESFÉRICA, TIPO HASTE:HASTE REGULAR, TIPO CORTE:CORTE MÉDIO, NUMERAÇÃO AMERICANA:1014",9.94,105,AM CIANORTE DISTRIBUIDORA LTDA,FAVA INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA.,MUNICIPIO DE CIANORTE,2023,2.49,3.9919678714859432
267282,"ESCOPOLAMINA BUTILBROMETO, DOSAGEM:20 MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL",4.95,500,ENDOMED COM E REP DE MEDICAMENTOS LTDA,HIPOLABOR FARMACEUTICA LTDA,CUITE DE MAMANGUAPE FUNDO MUNICIPAL DE SAUDE,2022,1.24,3.991935483870968
268513,"OXACILINA, DOSAGEM:500 MG, COMPOSIÇÃO:INJETÁVEL",8.42,1000,ALLFAMED COMERCIO ATACADISTA DE MEDICAMENTOS LTDA,FRESENIUS KABI BRASIL LTDA.,SECRETARIA DE ESTADO DA SAUDE - SES,2024,2.1100000000000003,3.9905213270142172
273009,"FLUOXETINA, DOSAGEM:20 MG",0.29,32500,DISTRIMED COMERCIO E REPRESENTACOES LTDA,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,MUNICIPIO DE OEIRAS - SECRETARIA DE SAUDE,2022,0.0727,3.9889958734525446
273009,"FLUOXETINA, DOSAGEM:20 MG",0.29,32500,DISTRIMED COMERCIO E REPRESENTACOES LTDA,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,MUNICIPIO DE SIMPLICIO MENDES,2021,0.0727,3.9889958734525446
273009,"FLUOXETINA, DOSAGEM:20 MG",0.29,700,"SAO MARCOS DISTRIBUIDORA DE MEDICAMENTOS, EQUIPAMENTOS E MATERIAIS HOSPITALARES E ODONTOLOGICOS LTDA",MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,MUNICIPIO DE PORTO ALEGRE DO PIAUI,2020,0.0727,3.9889958734525446
250742,"CATETER INTRAVENOSO, MATERIAL:PVC, CALIBRE:16 G, COMPRIMENTO:35,50 CM, CARACTERÍSTICAS ADICIONAIS:TRANSPARENTE, ESTERILIDADE:ESTÉRIL, TIPO:RADIOPACO, COMPONENTES:AGULHA DE AÇO DE 5,10 CM",3.59,350,ALTERMED MATERIAL MEDICO HOSPITALAR LTDA,ALTERMED MATERIAL MEDICO HOSPITALAR LTDA,MUNICIPIO DE IMBE,2020,0.9,3.9888888888888885
438972,"COLETOR DE RESÍDUOS LÍQUIDOS, MATERIAL:PAPELÃO, CAPACIDADE:10 L, CARACTERÍSTICAS ADICIONAIS:ALÇAS RÍGIDAS E TAMPA, TIPO FECHAMENTO:LACRE PARA FECHAMENTO, TIPO USO:USO C/ SACO PLÁSTICO",27.4,100,LUMAR COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,DESCARPACK DESCARTAVEIS DO BRASIL LTDA,MUNICIPIO DE SANTA CRUZ DAS PALMEIRAS,2020,6.87,3.9883551673944684
308736,"CETOCONAZOL, DOSAGEM:20 MG/G, FORMA FARMACÊUTICA:CREME TÓPICO",13.74,1000,DISTRIMED COMERCIO E REPRESENTACOES LTDA,GEOLAB INDUSTRIA FARMACEUTICA S/A,MUNICIPIO DE OEIRAS - SECRETARIA DE SAUDE,2022,3.44545,3.987868057873427
308736,"CETOCONAZOL, DOSAGEM:20 MG/G, FORMA FARMACÊUTICA:CREME TÓPICO",13.74,1000,DISTRIMED COMERCIO E REPRESENTACOES LTDA,"PRATI, DONADUZZI & CIA LTDA",MUNICIPIO DE SIMPLICIO MENDES,2021,3.44545,3.987868057873427
450890,"CEFTRIAXONA SÓDICA, CONCENTRAÇÃO:1 G, FORMA FARMACEUTICA:PÓ P/ SOLUÇÃO INJETÁVEL + DILUENTE",24.5,2340,ELFA MEDICAMENTOS S.A,ANTIBIOTICOS DO BRASIL LTDA.,TOCANTINS SECRETARIA DE ESTADO DE SAUDE,2022,6.14495,3.987013726718688
437438,"SONDA TRATO URINÁRIO, MODELO:URETRAL, MATERIAL:SILICONE, CALIBRE:18 FRENCH, CONECTOR:CONECTOR PADRÃO, COMPRIMENTO:CERCA 40 CM, TIPO PONTA:PONTA DISTAL CILÍNDRICA C/ ORIFÍCIO, ESTERILIDADE:ESTÉRIL, DESCARTÁVEL, EMBALAGEM:EMBALAGEM INDIVIDUAL",3.07,100,HOSPSHOP PRODUTOS HOSPITALARES LTDA,MEDIX BRASIL INDUSTRIA DE DESCARTAVEIS HOSPITALARES LTDA,FUNDO MUNICIPAL DE SAUDE,2023,0.77,3.987012987012987
267203,"DIPIRONA SÓDICA, DOSAGEM:500 MG",0.5181,8000,PRADO PHARMA LTDA,"PRATI, DONADUZZI & CIA LTDA",FUNDO MUNICIPAL DE SAUDE DE FARO,2025,0.13,3.985384615384615
268390,"SAIS PARA REIDRATAÇÃO ORAL, APRESENTAÇÃO:PÓ, COMPOSTO POR: CLORETO SÓDIO 3,5G + GLICOSE 20G, INDICAÇÃO:+ CITRATO DE SÓDIO 2,9G + CLORETO DE POTÁSSIO 1,5G, USO:PARA 1.000ML DE SOLUÇÃO PRONTA, SEGUNDO PADRÃO OMS, CARACTERÍSTICA ADICIONAL:ENVELOPE CONTENDO 27,9G",2.67,500,VEM EMPREENDIMENTOS COMERCIAIS LTDA,BAYER S.A.,MUNICIPIO DE MERCEDES,2022,0.67,3.9850746268656714
479614,"FILTRO TERAPIA RESPIRATÓRIA, APLICAÇÃO:P/ CIRCUITO RESPIRATÓRIO, MODELO:HMEF, TIPO:TROCA CALOR E UMIDADE C/ BARREIRA MICROBIOLÓGICA, TIPO MEMBRANA:HIDRÓFOBICO E HIGROSCÓPICO, COMPONENTE:CONEXÕES PADRÃO, COMPONENTE ADICIONAL:C/ TRAQUÉIA CORRUGADA, TAMANHO:ADULTO, ESTERILIDADE:ESTÉRIL",29.29,120,CIRURGICA SAO FELIPE PRODUTOS PARA SAUDE LTDA,BRASMEDICAL INDUSTRIA E COMERCIO DE PRODUTOS PARA SAUDE LTDA,FUNDO MUNICIPAL DE SAUDE DE JUAZEIRO DO NORTE,2022,7.35,3.9850340136054423
292195,"HALOPERIDOL, CONCENTRAÇÃO:2 MG/ML, TIPO USO:SOLUÇÃO ORAL-GOTAS",12.95,400,DISTRIMED COMERCIO E REPRESENTACOES LTDA,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,FUNDO MUNICIPAL DE SAUDE,2023,3.25,3.9846153846153842
446263,"AMBROXOL, COMPOSIÇÃO:SAL CLORIDRATO, CONCENTRAÇÃO:6 MG/ML, FORMA FARMACÊUTICA:XAROPE",9.52,50,MEDPLUS LTDA,CIMED INDUSTRIA S.A.,MUNICIPIO DE MANOEL EMIDIO,2021,2.39,3.9832635983263596
279760,"CATETER ASPIRAÇÃO TRAQUEAL, MATERIAL:PVC ATÓXICO FLEXÍVEL, TIPO USO:DESCARTÁVEL, CARACTERÍSTICAS ADICIONAIS:PONTA ATRAUMÁTICA, ORIFÍCIOS DISTAIS LATERALIZADOS, TIPO EMBALAGEM:ESTÉRIL, EMBALAGEM INDIVIDUAL, ESPESSURA:Nº 6",2.19,100,DIFE DISTRIBUIDORA DE MEDICAMENTOS LTDA,MEDSONDA - INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES DESCARTAVEIS LTDA,FUNSAUDE -FUNDACAO DE SAUDE PUBLICA DO MUNICIPIO DE SAO GABRIEL DO OESTE,2021,0.55,3.9818181818181815
273818,"DIOSMINA, COMPOSIÇÃO:ASSOCIADA À HESPERIDINA, CONCENTRAÇÃO:450MG + 50MG",1.75,6000,CIRURGICA KLG LTDA,ACHE LABORATORIOS FARMACEUTICOS SA,MUNICIPIO DE AMERICO BRASILIENSE,2020,0.4395,3.981797497155859
472780,"ARIPIPRAZOL, CONCENTRAÇÃO:1 MG/ML, FORMA FARMACÊUTICA:SUSPENSÃO ORAL",565.31,80,DISTRIMED COMERCIO E REPRESENTACOES LTDA,ACHE LABORATORIOS FARMACEUTICOS SA,FUNDO MUNICIPAL DE SAUDE,2023,142.0,3.9810563380281687
268299,"SECNIDAZOL, CONCENTRAÇÃO:1.000 MG",4.18,750,MAIS SAUDE LTDA,PHARLAB INDUSTRIA FARMACEUTICA S.A,MUNICIPIO DE RIO GRANDE DO PIAUI,2021,1.05,3.9809523809523806
448845,"CETOPROFENO, CONCENTRAÇAO:50 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL",6.25,1500,T.F. ALEXANDRE DISTRIBUIDORA DE MEDICAMENTOS,HIPOLABOR FARMACEUTICA LTDA,FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE PILAR,2025,1.57,3.9808917197452227
276658,"METOPROLOL, PRINCÍPIO ATIVO:SAL SUCCINATO, DOSAGEM:100 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA",3.5026,30,DM LOGISTICA HOSPITALAR LTDA.,ASTRAZENECA DO BRASIL LTDA.,MUNICIPIO DE DOURADOQUARA,2022,0.87995,3.9804534348542533
294887,"SALBUTAMOL, DOSAGEM:100MCG/DOSE, FORMA FARMACÊUTICA:AEROSOL ORAL",37.0,100,D M COMERCIAL MEDICA LTDA,GLAXOSMITHKLINE BRASIL LTDA,MUNICIPIO DE PARIPUEIRA,2020,9.3,3.9784946236559136
