codigo_br,descricao_catmat,preco_unitario,qtd_itens_comprados,fornecedor,fabricante,nome_instituicao,ano_compra,mediana_produto,razao_vs_mediana
413334,"PINÇA ODONTOLÓGICA, MATERIAL:AÇO INOXIDÁVEL, TAMANHO:CERCA DE 17 CM, REFERÊNCIA:317, INDICAÇÃO:CLÍNICA, APLICAÇÃO:P/ ALGODÃO, ESTERILIDADE:AUTOCLAVÁVEL",118.6,2,BCM ATACADISTA LTDA,"6B INVENT GERMANY INOX CE - BRASIL, IMPORTACAO E EXPORTACAO LTDA",FUNDO MUNICIPAL DE SAUDE,2023,11.004999999999999,10.776919582008178
427338,"FRALDA DESCARTÁVEL, TIPO FORMATO:ANATÔMICO, TAMANHO:PEQUENO, PESO USUÁRIO:ATÉ 40 KG, CARACTERÍSTICAS ADICIONAIS:FLOCOS DE GEL, ABAS ANTIVAZAMENTO, FAIXA AJUSTÁVEL, TIPO ADESIVO FIXAÇÃO:FITAS ADESIVAS MULTIAJUSTÁVEIS, TIPO USUÁRIO:ADULTO, USO:ALGODÃO NÃO DESFAÇA QUANDO MOLHADO",14.0,400,CIRURGICA PARANAVAI LTDA,SUPER SAFETY IMPORTACAO E EXPORTACAO LTDA.,FUNDO MUNICIPAL DE SAUDE DE IVINHEMA,2020,1.3,10.769230769230768
273821,"SILDENAFILA, COMPOSIÇÃO:SAL CITRATO, CONCENTRAÇÃO:50 MG",4.52,210,"DMC DISTRIBUIDORAS, COMERCIO D MEDICAMENTOS LTDA","PRATI, DONADUZZI & CIA LTDA",FUNDO MUNICIPAL DE SAUDE DE MIRANTE DA SERRA,2020,0.4199,10.764467730412003
452237,"IMOBILIZADOR (TALA), MATERIAL:METAL REVESTIDO DE E.V.A., TIPO:ARAMADO, TAMANHO:CERCA DE 30 X 8 CM",78.0,20,AGIL PRODUTOS PARA SAUDE LTDA,RESGATEX LTDA,FUNDO MUNICIPAL DE SAUDE DE SAO GABRIEL DO OESTE,2022,7.25,10.758620689655173
339534,"CLORETO DE SÓDIO, CONCENTRAÇAO:30 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO NASAL",18.93,300,DROGARIA SAO QUIRINO ANDRIOLO LTDA,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,MUNICIPIO DE ITAPETININGA,2021,1.76,10.755681818181818
442493,"DISPOSITIVO P/ MEDIDAS ANTROPOMÉTRICAS, TIPO :TIPO BALANÇA, MODELO:MECÂNICA, MATERIAL :AÇO C/ PINTURA ELETROSTÁTICA, COMPONENTE II:TAPETE DE BORRACHA, COMPONENTE III:PÉS REGULÁVEIS, ADICIONAL:PORTÁTIL, CAPACIDADE MÁXIMA CARGA:ATÉ 200 KG",790.0,900,K.C.R.S. COMERCIO DE EQUIPAMENTOS LTDA,MARCOS RIBEIRO E CIA LTDA,FUNDO MUNICIPAL DE SAUDE,2020,73.45,10.755616065350578
436015,"SONDA TRATO URINÁRIO, MODELO:FOLEY, MATERIAL:BORRACHA, CALIBRE:16 FRENCH, VIAS:3 VIAS, CONECTOR:CONECTORES PADRÃO, VOLUME:C/ BALÃO CERCA 30 ML, TIPO PONTA:PONTA DISTAL CILÍNDRICA FECHADA, COMPONENTES:C/ ORIFÍCIOS LATERAIS, ESTERILIDADE:ESTÉRIL, DESCARTÁVEL, EMBALAGEM:EMBALAGEM INDIVIDUAL",43.0,5,MATERMED COMERCIAL DE ARTIGOS MEDICOS LIMITADA,AGROMASS BRASIL - IMPORTACAO E EXPORTACAO LTDA,MUNICIPIO DE SANTOPOLIS DO AGUAPEI,2023,4.005,10.736579275905118
268076,"SULFATO DE MAGNÉSIO, CONCENTRAÇÃO:10%, USO:SOLUÇÃO INJETÁVEL",11.38,100,PRISMA DISTRIBUIDORA DE MEDICAMENTOS LTDA,SAMTEC BIOTECNOLOGIA LTDA,FUNDO MUNICIPAL DE SAUDE,2021,1.06,10.735849056603774
439115,"FRASCO COLETOR, TIPO:UNIVERSAL, MATERIAL:PLÁSTICO TRANSPARENTE, CAPACIDADE:CERCA DE 80 ML, TIPO TAMPA:TAMPA ROSQUEÁVEL, GRADUAÇÃO:GRADUADO",3.75,300,L A DALLA PORTA JUNIOR LTDA,FIRSTLAB INDUSTRIA IMPORTACAO E EXPORTACAO DE PRODUTOS PARA LABORATORIOS LTDA,FUNDO MUNICIPAL DE SAUDE DE RIBEIRAO DO PINHAL,2025,0.34945,10.731148948347403
271687,"ÁCIDO ASCÓRBICO, DOSAGEM:100 MG/ML, TIPO USO:INJETÁVEL",9.55,60,PROFARM COMERCIO DE MEDICAMENTOS E MATERIAL HOSPITALAR LTDA,HYPOFARMA INSTITUTO DE HYPODERMIA E FARMACIA LTDA,FUNDO MUNICIPAL DE SAUDE,2022,0.89,10.730337078651687
278348,"ANASTROZOL, DOSAGEM:1 MG",4.0,520,PROHOSP DISTRIBUIDORA DE MEDICAMENTOS LTDA.,SUN FARMACEUTICA DO BRASIL LTDA,INSTITUTO CURITIBA DE SAUDE,2021,0.37285,10.728174869250369
315056,"ÁGUA DESTILADA, ASPECTO FÍSICO:BIDESTILADA, ESTÉRIL, APIROGÊNICA",3.43,7000,ARMAZEM DOS MEDICAMENTOS LTDA,EQUIPLEX INDUSTRIA FARMACEUTICA LTDA -,MUNICIPIO DE JARU,2021,0.32,10.71875
276839,"ÁGUA DESTILADA, ASPECTO FÍSICO:ESTÉRIL E APIROGÊNICA",4.07,180,PROHOSPITAL COMERCIO HOLANDA LTDA,FORTSAN DO BRASIL IND QUIMICA E FARMACEUTICA LTDA,MUNICIPIO DE CHAVAL,2022,0.38,10.710526315789474
268149,"RISPERIDONA, DOSAGEM:2 MG",1.39,10800,GALLI E LIOTTO COMERCIO DE PRODUTOS HOSPITALARES LTDA,BIOLAB FARMA GENERICOS LTDA,FUNDO MUNICIPAL DE SAUDE,2022,0.13,10.692307692307692
270120,"CLONAZEPAM, DOSAGEM:2,5 MG/ML, APRESENTAÇÃO:SOLUÇÃO ORAL- GOTAS",24.0,24,N. A. DO NASCIMENTO ALMEIDA,BLANVER FARMOQUIMICA E FARMACEUTICA S.A.,FUNDO MUNICIPAL DE SAUDE,2025,2.245,10.690423162583519
273554,"MELOXICAM, CONCENTRAÇÃO:15 MG",1.01,250,PHARMA BRA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,PHARLAB INDUSTRIA FARMACEUTICA S.A,FUNDO  MUNICIPAL  DE  SAUDE DE  MARABA,2022,0.0945,10.687830687830688
268970,"NITROGLICERINA, DOSAGEM:5 MG/ML, APLICAÇÃO:INJETÁVEL",362.0,240,FRAGNARI DISTRIBUIDORA DE MEDICAMENTOS LTDA.,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,MUNICIPIO DE AMERICO BRASILIENSE,2021,33.898,10.679096111865006
276333,"AMITRIPTILINA CLORIDRATO, DOSAGEM:75 MG",2.99,1000,MAIS SAUDE LTDA,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,FUNDO MUNICIPAL DE SAUDE,2021,0.28,10.678571428571429
267502,"ÁCIDO ACETILSALICÍLICO, DOSAGEM:100 MG",0.427,6780,PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA,BAYER S.A.,CONSORCIO INTERMUNICIPAL CATARINENSE-CIMCATARINA,2023,0.04,10.674999999999999
267625,"CEFALEXINA, DOSAGEM:500 MG",4.48,8000,MAIS SAUDE LTDA,ABL - SAUDE LTDA,FUNDO MUNICIPAL DE SAUDE,2021,0.42,10.666666666666668
437167,"CATETER PERIFÉRICO, APLICAÇÃO:VENOSO, MODELO:TIPO ESCALPE, MATERIAL AGULHA:AGULHA AÇO INOX, DIAMETRO:23 GAU, COMPONENTE ADICIONAL:C/ ASA DE FIXAÇÃO, TUBO EXTENSOR, CONECTOR:CONECTOR PADRÃO C/ TAMPA, COMPONENTE 2:C/ SISTEMA SEGURANÇA SEGUNDO NR/32, TIPO USO:ESTÉRIL, DESCARTÁVEL, EMBALAGEM INDIVIDUAL",3.2,200,MARCELA CAROLINE BASTOS SALDANHA EIRELI,TECHNEW COMERCIO E INDUSTRIA LTDA. - FALIDO,MUNICIPIO DE AMARAJI,2020,0.3,10.666666666666668
272903,"CITALOPRAM, DOSAGEM:20 MG",1.6,3600,COSTA CAMARGO COM. DE PRODUTOS HOSPITALARES LTDA,EUROFARMA LABORATORIOS S.A.,SECRETARIA DE ESTADO DA SAUDE,2022,0.15,10.666666666666668
267663,"FUROSEMIDA, DOSAGEM:40 MG",0.64,5200,TS FARMA DISTRIBUIDORA LTDA,"PRATI, DONADUZZI & CIA LTDA",FUNDO MUNICIPAL DE SAUDE DE VILA VELHA - F M S,2025,0.06,10.666666666666668
267736,"RANITIDINA CLORIDRATO, DOSAGEM:150 MG",1.6,6000,MARYMED DISTRIBUIDORA DE MEDICAMENTOS E CORRELATOS LTDA,SANOFI MEDLEY FARMACEUTICA LTDA,FUNDO MUNICIPAL DE SAUDE DE GRANDES RIOS,2021,0.15,10.666666666666668
267625,"CEFALEXINA, DOSAGEM:500 MG",4.48,2400,MAIS SAUDE LTDA,ABL - SAUDE LTDA,MUNICIPIO DE RIO GRANDE DO PIAUI,2021,0.42,10.666666666666668
273554,"MELOXICAM, CONCENTRAÇÃO:15 MG",1.008,2250,CH SOUZA PRODUTOS MEDICOS E HOSPITALARES LTDA,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.,MUNICIPIO DE ITIRAPUA,2022,0.0945,10.666666666666666
291771,"ESCITALOPRAM OXALATO, DOSAGEM:20 MG",4.8,12,"NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA",SANOFI-AVENTIS FARMACEUTICA LTDA,FUNDO MUNICIPAL DE SAUDE DE ITAPORANGA,2022,0.45,10.666666666666666
273810,"OLANZAPINA, DOSAGEM:2,5 MG",5.4946,180,MANZATOS FARMA LTDA,BIOLAB FARMA GENERICOS LTDA,MUNICIPIO DE BAURU,2021,0.516,10.6484496124031
437160,"CLORETO DE SÓDIO, CONCENTRAÇAO:0,9 %, FORMA FARMACEUTICA:SOLUÇÃO NASAL",10.0,100,AVAREMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,CIMED INDUSTRIA S.A.,MUNICIPIO DE ITAI,2022,0.94,10.638297872340425
271620,"OLANZAPINA, DOSAGEM:5 MG",3.7494,4000,ILG COMERCIAL LTDA,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,CONSORCIO INTERMUNICIPAL CATARINENSE-CIMCATARINA,2023,0.3525,10.636595744680852
271620,"OLANZAPINA, DOSAGEM:5 MG",3.7493,600,DISTRIBUIDORA DE MEDICAMENTOS BACKES LTDA,EUROFARMA LABORATORIOS S.A.,MUNICIPIO DE ITAPETININGA,2024,0.3525,10.636312056737589
375474,"CLORETO DE SÓDIO, CONCENTRAÇAO:0,9 %, FORMA FARMACEUTICA:SPRAY NASAL",31.9,600,ALTERMED MATERIAL MEDICO HOSPITALAR LTDA,ACHE LABORATORIOS FARMACEUTICOS SA,FUNDO MUNICIPAL DE SAUDE DO M UNICIPIO DE NOVA AURORA,2020,2.9999,10.633687789592987
282881,"ROSUVASTATINA, COMPOSIÇÃO:CÁLCICA, CONCENTRAÇÃO:10 MG",3.19,3600,PROHOSP DISTRIBUIDORA DE MEDICAMENTOS LTDA.,ASTRAZENECA DO BRASIL LTDA.,CONSORCIO INTERMUNICIPAL CATARINENSE-CIMCATARINA,2021,0.3,10.633333333333333
269470,"ROPIVACAÍNA CLORIDRATO, DOSAGEM:0,75%, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL",118.56,50,ARMAZEM DOS MEDICAMENTOS LTDA,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,FUNDO MUNICIPAL DE SAUDE,2021,11.15,10.633183856502242
269604,"BISACODIL, DOSAGEM:7,5 MG/ML, INDICAÇÃO:GOTAS",58.48,200,A C COMERCIO ATACADISTA DE MEDICAMENTOS LTDA,HIPOLABOR FARMACEUTICA LTDA,FUNDO MUNICIPAL DE SAUDE,2022,5.5,10.632727272727273
435907,"SONDA TRATO DIGESTIVO, APLICAÇÃO:ORO OU NASOGÁSTRICA, MODELO:LEVINE, MATERIAL:PVC, CALIBRE:Nº 12, TAMANHO:LONGA, COMPRIMENTO:CERCA 120 CM, CONECTOR:CONECTOR PADRÃO C/ TAMPA, COMPONENTES:PONTA DISTAL FECHADA, C/ ORIFÍCIOS LATERAIS, ESTERILIDADE:ESTÉRIL, DESCARTÁVEL, EMBALAGEM:EMBALAGEM INDIVIDUAL",9.99,500,MAGNUS MED COMERCIO DE PRODUTOS HOSPITALARES E MEDICAMENTOS LTDA,SOLUMED DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS PARA SAUDE LTDA,MUNICIPIO DE CORNELIO PROCOPIO,2020,0.94,10.627659574468085
315056,"ÁGUA DESTILADA, ASPECTO FÍSICO:BIDESTILADA, ESTÉRIL, APIROGÊNICA",3.4,75,MEDVIDA DISTRIBUIDORA DE MEDICAMENTOS HOSPITALAR LTDA,FRESENIUS KABI BRASIL LTDA.,MUNICIPIO DE RIO FORMOSO,2021,0.32,10.625
334606,"COMPADRE (URINOL), MATERIAL:PLÁSTICO RÍGIDO",80.0,3,GYROMED COM. E DISTRIB. DE MEDICAMENTOS E PROD. HOSPITALARES LTDA,"FORTINOX - INDUSTRIA, COMERCIO E SERVICOS LTDA",FUNDO MUNICIPAL DE SAUDE DE PIMENTA BUENO,2020,7.54,10.610079575596817
267691,"METFORMINA CLORIDRATO, DOSAGEM:850 MG",1.061,1800,DISTRIBUIDORA DE MEDICAMENTOS BACKES LTDA,MERCK S/A,MUNICIPIO DE GARCA,2024,0.1,10.61
459795,"REAGENTE PARA DIAGNÓSTICO CLÍNICO 5, TIPO:ANTICOAGULANTE, COMPOSIÇÃO BÁSICA:SOLUÇÃO DE FLUORETO DE SÓDIO",198.0,2,CIRURGICA FAMED DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,RENYLAB - QUIMICA E FARMACEUTICA LTDA,FUNDO MUNICIPAL DE SAUDE,2020,18.68,10.599571734475376
444610,"ATADURA, TIPO 1:GESSADA, MATERIAL 1:100% POLIÉSTER, DIMENSÕES:10 CM",22.2,3,CLASSMED - PRODUTOS HOSPITALARES LTDA,POLAR FIX INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA,FUNDO MUNICIPAL DE SAUDE DE INAJA PARANA,2020,2.0949999999999998,10.596658711217184
364780,"ARIPIPRAZOL, CONCENTRAÇÃO:10 MG",5.4,2160,MSR MEDICAL LTDA,UNICHEM COMERCIO DE ESPECIALIDADES QUIMICAS LTDA,MUNICIPIO DE SANTOS,2020,0.51,10.588235294117647
434415,"AVENTAL HOSPITALAR, TIPO:CIRÚRGICO, MATERIAL :POLIPROPILENO, TAMANHO :G, GRAMATURA:CERCA DE 50 G/CM2, CARACTERÍSTICA ADICIONAL:MANGA LONGA, PUNHO ELÁSTICO, ESTERILIDADE :USO ÚNICO",55.0,50,BE DISTRIBUIDORA DE PRODUTOS LTDA,RS TRENTO LTDA,FUNDO MUNICIPAL DE SAUDE,2020,5.1955,10.58608411125012
436890,"CIMENTO ODONTOLÓGICO, TIPO:ENDODÔNTICO, COMPOSIÇÃO:ÓXIDO DE ZINCO, ASPECTO FÍSICO:PÓ",119.55,5,MAIS SAUDE LTDA,DENTSPLY INDUSTRIA E COMERCIO LIMITADA,"MUNICIPIO DE VILA NOVA DO PIAUI - SECRETARIA DE SAUDE, SANEAMENTO E MEIO AMBIENTE",2020,11.3,10.579646017699114
272831,"QUETIAPINA, DOSAGEM:25 MG",2.2216,30,DM LOGISTICA HOSPITALAR LTDA.,EUROFARMA LABORATORIOS S.A.,MUNICIPIO DE DOURADOQUARA,2022,0.21,10.57904761904762
271111,"AMOXICILINA, CONCENTRAÇÃO:50MG/ML, APRESENTAÇÃO:PÓ PARA SUSPENSÃO ORAL",46.0,600,LIFE CENTER COMERCIO E DISTRIBUIDORA DE MEDICAMENTOS LTDA,"PRATI, DONADUZZI & CIA LTDA",MUNICIPIO DE GRAVATAI,2022,4.349,10.57714417107381
382563,"CLORETO DE SÓDIO, CONCENTRAÇAO:A 10%, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL",4.65,51201,METROMED COM DE MATERIAL MEDICO HOSPITALAR LTDA,EQUIPLEX INDUSTRIA FARMACEUTICA LTDA -,CONSORCIO INTERMUNICIPAL DE DESENVOLVIMENTO SUSTENTAVEL DA REGIAO DOS CAMPOS DE CIMA DA SERRA - CONDESUS,2024,0.44,10.568181818181818
268243,"DEXAMETASONA, DOSAGEM:0,1 MG/ML, APRESENTAÇÃO:ELIXIR",23.18,300,LUVERMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA,FUNDO MUNICIPAL DE SAUDE DE NOVA UNIAO,2022,2.1950000000000003,10.560364464692482
448702,"ETANERCEPTE, CONCENTRAÇAO:50 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERÍSTICAS ADICIONAIS:SERINGA PREENCHIDA",6010.91,150,BUTERI COMERCIO E REPRESENTACOES LTDA,LABORATORIOS PFIZER LTDA,SECRETARIA DE ESTADO DA SAUDE,2020,570.3228,10.53948746218808
270907,"PARACETAMOL, APRESENTAÇÃO:ASSOCIADO COM CODEÍNA, DOSAGEM:500MG + 30MG",4.21,720,DISTRIBUIDORA DE MEDICAMENTOS SAUDE & VIDA LTDA,EUROFARMA LABORATORIOS S.A.,SECRETARIA MUNICIPAL DE SAUDE,2021,0.4,10.524999999999999
368499,"VITAMINAS DO COMPLEXO B, COMPOSIÇÃO BÁSICA:B1,B2,B3,B5,B6",0.4999,50000,OCIAN  COMERCIAL FARMACEUTICA UNIPESSOAL LTDA,NATULAB LABORATORIO S.A,MUNICIPIO DE ESTEIO,2025,0.0475,10.52421052631579
358131,"FRALDA DESCARTÁVEL, TIPO FORMATO:ANATÔMICO, TAMANHO:MÉDIO, PESO USUÁRIO:DE 40 A 70 KG, CARACTERÍSTICAS ADICIONAIS:FLOCOS DE GEL, ABAS ANTIVAZAMENTO, FAIXA AJUSTÁVEL, TIPO ADESIVO FIXAÇÃO:FITAS ADESIVAS MULTIAJUSTÁVEIS, TIPO USUÁRIO:ADULTO, USO:ALGODÃO NÃO DESFAÇA QUANDO MOLHADO",13.89,600,CIRURGICA PARANAVAI LTDA,SUPER SAFETY IMPORTACAO E EXPORTACAO LTDA.,FUNDO MUNICIPAL DE SAUDE DE IVINHEMA,2020,1.32,10.522727272727273
268534,"TRAMADOL CLORIDRATO, DOSAGEM:50 MG",2.4,540,LEMOS - DISTRIBUIDORA HOSPITALAR LTDA,HIPOLABOR FARMACEUTICA LTDA,FUNDO MUNICIPAL DE SAUDE DE BANDEIRANTES MS,2020,0.2285,10.50328227571116
268481,"MIDAZOLAM, DOSAGEM:5 MG/ML, APLICAÇÃO:INJETÁVEL",45.0,60,ECO-FARMAS COMERCIO DE MEDICAMENTOS LTDA,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S A,MUNICIPIO DE MERCEDES,2021,4.285,10.501750291715286
327699,"PERMANGANATO DE POTÁSSIO, CONCENTRAÇÃO:100 MG",2.52,1000,JF COMERCIO DE MATERIAL E MEDICAMENTOS HOSPITALES LTDA,LABORATORIO INDUSTRIAL FARMACEUTICO LIFAR LTDA,CONSORCIO INTERMUNICIPAL DE SERVICOS DO VALE DO TAQUARI,2024,0.24,10.5
267503,"ÁCIDO FÓLICO, DOSAGEM:5 MG",0.42,600,J DE BRITO - DISTRIBUIDORA DE MEDICAMENTOS E CORRELATOS LTDA,GEOLAB INDUSTRIA FARMACEUTICA S/A,AUTARQUIA MUNICIPAL DE SAUDE DE PAICANDU,2021,0.04,10.5
437109,"VITAMINAS DO COMPLEXO B, COMPOSIÇÃO BÁSICA:B1, B2, B3, B5, B6, B12",0.42,8000,DROGARIA SANTA URSULA LTDA,LABORATORIO FARMACEUTICO VITAMED LTDA,FUNDO MUNICIPAL DE SAUDE DE COLATINA,2022,0.04,10.5
277025,"SONDA, MATERIAL:LÁTEX SILICONIZADO, TIPO:FOLEY, TAMANHO:Nº 20, QUANTIDADE VIAS:3 UN, CARACTERÍSTICAS ADICIONAIS:COM BALÃO DE 30 ML, APLICAÇÃO:SUPERFÍCIE LISA,ORIFÍCIOS LATERAIS LARGOS/ARRED., TIPO USO:VÁLVULA BORRACHA P/TODAS OS TAMANHOS SERINGA, ESTERILIDADE:FUNIL DRENAGEM C/CONEXÃO PADRÃO A COLETORES, COMPONENTES:CAPACIDADE BALÃO E CALIBRE MARCADOS NA VÁLVULA, MODELO:EMBALAGEM INTERNA C/PICOTE NAS PONTAS, FORMATO:DESCARTÁVEL,ESTÉRIL,APIROGÊNICA,EMB.INDIVIDUAL(MS)",41.0,10,"MEDICAL COMERCIO, IMPORTACAO E EXPORTACAO LTDA",LABOR IMPORT COMERCIAL IMPORTADORA EXPORTADORA LTDA,FUNDO MUNICIPAL DE SAUDE DE SAO MIGUEL DO GUAPORE,2020,3.9050000000000002,10.499359795134442
392082,"EQUIPO INFUSÃO SANGUÍNEA, APLICAÇÃO:P/ HEMOTRANSFUSÃO, MATERIAL:PVC CRISTAL, CÂMARA:CÂMARA DUPLA FLEXÍVEL, TIPO FILTRO:FILTRO INTERNO DE 210M, TIPO GOTEJADOR:GOTA PADRÃO, TIPO PINÇA:REGULADOR DE FLUXO, TIPO INJETOR:INJETOR LATERAL ""Y"" AUTOCICATRIZANTE, TIPO CONECTOR:CONECTOR C/ TRAVA ROSQUEADA, CARACTERÍSTICA ADICIONAL:P/ BOMBA INFUSORA, ESTERILIDADE:ESTÉRIL, DESCARTÁVEL",41.89,312,FOXMED MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA,LIFEMED INDUSTRIAL DE EQUIPAMENTOS E ARTIGOS MEDICOS E HOSPITALARES S.A.,FUNDO MUNICIPAL DE SAUDE,2020,4.0,10.4725
292402,"AMINOFILINA, DOSAGEM:24 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL",14.45,1000,MAMED COMERCIAL LTDA,FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA,MUNICIPIO DE ITAI,2022,1.38,10.471014492753623
273818,"DIOSMINA, COMPOSIÇÃO:ASSOCIADA À HESPERIDINA, CONCENTRAÇÃO:450MG + 50MG",4.6,73,DISTRIMED COMERCIO E REPRESENTACOES LTDA,ACHE LABORATORIOS FARMACEUTICOS SA,MUNICIPIO DE OEIRAS - SECRETARIA DE SAUDE,2021,0.4395,10.466439135381114
267635,"CLORPROMAZINA, DOSAGEM:25 MG",2.51,1000,EXCLUSIVA DISTRIBUIDORA DE MEDICAMENTOS LTDA,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,MUNICIPIO DE PAU D`ARCO DO PIAUI,2021,0.24,10.458333333333332
267527,"CLOXAZOLAM, DOSAGEM:2 MG",33.66,7,"SAO MARCOS DISTRIBUIDORA DE MEDICAMENTOS, EQUIPAMENTOS E MATERIAIS HOSPITALARES E ODONTOLOGICOS LTDA",SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA.,MUNICIPIO DE NAZARE DO PIAUI - SECRETARIA DE SAUDE,2020,3.22,10.453416149068321
449026,"PROBIÓTICO, COMPOSIÇÃO:SACCHAROMYCES CEREVISIAE, CONCENTRAÇÃO:100 MILHÕES/ML, FORMA FARMACÊUTICA:SUSPENSÃO ORAL",60.94,70,MAIS SAUDE LTDA,CALURG BOBINAS E BOCAIS LTDA,FUNDO MUNICIPAL DE SAUDE DE MONSENHOR GIL,2022,5.83,10.452830188679245
364780,"ARIPIPRAZOL, CONCENTRAÇÃO:10 MG",5.33,1080,DROGA NOVA BARRINHA LTDA,ACHE LABORATORIOS FARMACEUTICOS SA,MUNICIPIO DE BROTAS,2022,0.51,10.450980392156863
273818,"DIOSMINA, COMPOSIÇÃO:ASSOCIADA À HESPERIDINA, CONCENTRAÇÃO:450MG + 50MG",4.59,1500,SNC DISTRIBUIDORA LTDA,CIMED INDUSTRIA S.A.,FUNDO MUNICIPAL DE SAUDE,2022,0.4395,10.443686006825939
268856,"LOSARTANA POTÁSSICA, DOSAGEM:50 MG",0.73,60,DM LOGISTICA HOSPITALAR LTDA.,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA,MUNICIPIO DE DOURADOQUARA,2022,0.07,10.428571428571427
272379,"VENLAFAXINA, COMPOSIÇÃO:SAL CLORIDRATO, CONCENTRAÇÃO:75 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA",6.88,600,"LICIMED DISTRIBUIDORA DE MEDICAMENTOS, CORRELATOS E PRODUTOS MEDICOS E HOSPITALARES LTDA",MYLAN LABORATORIOS LTDA.,CONSORCIO INTERMUNICIPAL CATARINENSE-CIMCATARINA,2022,0.66,10.424242424242424
291770,"ESCITALOPRAM OXALATO, DOSAGEM:10 MG",2.5,180,R N F DE SOUZA & CIA LTDA,PHARLAB INDUSTRIA FARMACEUTICA S.A,FUNDO MUNICPAL DE SAUDE DE ALTO PARAISO,2023,0.24,10.416666666666668
268252,"DIPIRONA SÓDICA, DOSAGEM:500 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL",7.5,100,CIRURGICA OLIMPIO LTDA,HYPOFARMA INSTITUTO DE HYPODERMIA E FARMACIA LTDA,MUNICIPIO DE SANTOPOLIS DO AGUAPEI,2022,0.72,10.416666666666668
268162,"MICONAZOL NITRATO, DOSAGEM:2%, APRESENTAÇÃO:CREME VAGINAL",65.0,1,VOLUS INSTITUICAO DE PAGAMENTO LTDA,EUROFARMA LABORATORIOS S.A.,MUNICIPIO DE PRESIDENTE MEDICI,2020,6.24,10.416666666666666
449401,"SUFENTANILA CITRATO, CONCENTRAÇÃO:50 MCG/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL",78.1,100,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,2021,7.5,10.413333333333332
436710,"DETERGENTE ENZIMÁTICO, COMPOSIÇÃO:A BASE DE AMILASE, PROTEASE, LIPASE, CELULASE, COMPOSIÇÃO II:PEPTIDASE, CARBOIDRASE",227.93,10,"SAO MARCOS DISTRIBUIDORA DE MEDICAMENTOS, EQUIPAMENTOS E MATERIAIS HOSPITALARES E ODONTOLOGICOS LTDA",CICLO FARMA INDUSTRIA QUIMICA LTDA,SECRETARIA MUNICIPAL DE SAUDE E SANEAMENTO,2021,21.89,10.412517131110096
451360,"TUBO ENDOTRAQUEAL, MATERIAL:PVC ARAMADO, MODELO:CURVA MAGILL, CALIBRE:8,0, TIPO PONTA:C/ PONTA DISTAL ATRAUMÁTICA, COMPONENTE 1:BALÃO ALTO VOLUME E BAIXA PRESSÃO, COMPONENTE 2:RADIOPACO, GRADUADO, TIPO CONECTOR:CONECTOR PADRÃO, ESTERILIDADE:ESTÉRIL, USO ÚNICO",51.0,5,FOX BRASIL COMERCIO DE MATERIAL HOSPITALAR LTDA,ABC INSTRUMENTOS CIRURGICOS LTDA,FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE IBIRACU,2020,4.9,10.408163265306122
